full_name,Selling_Price,Year,Seller_Type,km_driven,Owner _Type,Fuel_Type,Transmission_type,Mileage(Km/L),Engine(CC),max_power(bHP),,,,,
Hyundai EON D Lite Plus,2.6,2013,Dealer,51703,1st  ,Petrol,Manual,21.1,814,55,,,,,
Hyundai Accent GLE,1.2,2007,Individual,40000,1st  ,Petrol,Manual,13.2,1495,94,,,,,
Maruti Alto 800 LXI,2.7,2017,Individual,18000,1st  ,Petrol,Manual,24.7,796,47,,,,,
Maruti Alto K10 VXI,3,2016,Individual,30000,1st  ,Petrol,Manual,23.95,998,67,,,,,
Hyundai Creta 1.6 SX Option Diesel,15,2019,Individual,40000,1st  ,Diesel,Manual,20.5,1582,126,,,,,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,4.85,2017,Individual,29000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Maruti Ciaz 1.4 Alpha,8.25,2019,Dealer,40000,1st  ,Petrol,Manual,20.73,1373,91,,,,,
Tata Indica Vista Aqua TDI BSIII,1.2,2009,Individual,77932,1st  ,Diesel,Manual,17,1405,71,,,,,
Toyota Innova 2.5 Z Diesel 7 Seater,9.5,2015,Dealer,950000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Maruti Ritz LDi,1.75,2012,Individual,120000,1st  ,Diesel,Manual,23.2,1248,74,,,,,
Maruti Vitara Brezza VDi Option,6.6,2016,Dealer,54287,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Maruti Eeco CNG 5 Seater AC BSIV,4,2019,Individual,40000,1st  ,CNG,Manual,21.94,1196,62,,,,,
Maruti Celerio VXI,4.1,2017,Individual,19000,1st  ,Petrol,Manual,23.1,998,67,,,,,
Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,19.5,2017,Individual,30000,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Hyundai i20 Magna 1.2,4.44,2015,Individual,70000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Maruti Wagon R LXI CNG,3.2,2016,Dealer,68000,1st  ,CNG,Manual,26.2,998,58,,,,,
Maruti Ciaz 1.4 Zeta,7.8,2018,Individual,10000,1st  ,Petrol,Manual,20.73,1373,91,,,,,
Hyundai Verna SX Opt,8.16,2020,Individual,5000,1st  ,Petrol,Manual,17.7,1497,113,,,,,
Mercedes-Benz E-Class E250 CDI Avantgarde,27.9,2016,Dealer,36000,1st  ,Diesel,Automatic,13,2143,204,,,,,
Maruti Swift Dzire VXI,4.5,2015,Dealer,50000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
Kia Seltos HTK Plus G,11.49,2019,Dealer,6076,1st  ,Petrol,Manual,16.8,1497,113,,,,,
Honda City i-DTEC V,10.5,2019,Individual,15000,1st  ,Diesel,Manual,25.6,1498,98,,,,,
Ford Ecosport 1.5 DV5 MT Ambiente,4.75,2014,Dealer,80900,1st  ,Diesel,Manual,22.7,1498,90,,,,,
Toyota Innova 2.5 G (Diesel) 7 Seater,9.25,2014,Individual,15000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Tata Hexa XM Plus,15.25,2019,Individual,40000,1st  ,Diesel,Manual,17.6,2179,154,,,,,
Maruti Estilo LXI,1.7,2010,Individual,60000,1st  ,Petrol,Manual,19.5,1061,null,,,,,
Tata Tiago 1.2 Revotron XE,3.75,2016,Dealer,29035,1st  ,Petrol,Manual,23.84,1199,84,,,,,
Tata Safari Storme VX,6.5,2015,Dealer,150000,1st  ,Diesel,Manual,14.1,2179,148,,,,,
Maruti Baleno Delta,5.7,2018,Dealer,20000,1st  ,Petrol,Manual,21.01,1197,82,,,,,
Tata Safari 2005-2017 4X4 EX,1.95,2010,Dealer,61000,1st  ,Diesel,Manual,13.93,2179,138,,,,,
Toyota Fortuner 4x2 MT TRD Sportivo,12.99,2012,Dealer,97000,1st  ,Diesel,Manual,13,2982,169,,,,,
Maruti Alto 800 LXI,2.85,2015,Dealer,49163,1st  ,Petrol,Manual,22.74,796,47,,,,,
Tata Nexon 1.5 Revotorq XZ Plus,9,2018,Individual,21000,1st  ,Diesel,Manual,21.5,1497,109,,,,,
Honda WR-V i-VTEC S,7.75,2019,Individual,13500,1st  ,Petrol,Manual,17.5,1199,89,,,,,
Mahindra Bolero Power Plus Plus AC BSIV PS,8,2020,Individual,2500,1st  ,Diesel,Manual,15.96,2523,63,,,,,
Maruti Alto K10 VXI,3.2,2018,Individual,10000,1st  ,Petrol,Manual,23.95,998,67,,,,,
Volkswagen Jetta 2.0L TDI Highline AT,10.5,2014,Dealer,90000,1st  ,Diesel,Automatic,16.96,1968,138,,,,,
Maruti Swift VXI 2018,5.15,2018,Individual,40000,1st  ,Petrol,Manual,22,1197,82,,,,,
Volkswagen Polo 1.2 MPI Comfortline,4.2,2016,Dealer,19000,1st  ,Petrol,Manual,16.2,1199,74,,,,,
Nissan Micra Active XV,3.75,2017,Dealer,36036,1st  ,Petrol,Manual,19.69,1198,67,,,,,
Ford Ecosport 2015-2021 1.5 Diesel Titanium BSIV,9.5,2018,Individual,30000,1st  ,Diesel,Manual,23,1498,99,,,,,
Volkswagen Polo Select 1.5 TDI Highline,4.35,2015,Dealer,28500,1st  ,Diesel,Manual,20.14,1498,89,,,,,
Maruti Baleno Delta 1.3,7.3,2018,Dealer,14000,1st  ,Diesel,Manual,27.39,1248,74,,,,,
Hyundai EON Sportz,3.6,2015,Dealer,36000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Hyundai Verna 1.6 CRDi SX,5.49,2015,Dealer,34105,1st  ,Diesel,Manual,23.9,1582,126,,,,,
Maruti Wagon R LXI BSIII,2.35,2012,Individual,60000,1st  ,Petrol,Manual,18.9,998,67,,,,,
Chevrolet Spark 1.0 PS,1,2010,Individual,70000,1st  ,Petrol,Manual,16,995,63,,,,,
BMW 7 Series 730Ld Eminence,82,2018,Dealer,16000,1st  ,Diesel,Automatic,16.77,2993,261,,,,,
Datsun RediGO T Option,2.06,2017,Individual,27500,1st  ,Petrol,Manual,22.7,799,54,,,,,
Datsun GO Plus T,2.9,2015,Dealer,36000,1st  ,Petrol,Manual,19.02,1198,67,,,,,
Mahindra Scorpio VLX AT AIRBAG BSIV,6,2012,Individual,120000,1st  ,Diesel,Automatic,11.79,2179,120,,,,,
Honda BRV i-VTEC VX MT,7,2016,Dealer,39000,1st  ,Petrol,Manual,15.4,1497,117,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,8,2012,Individual,120000,1st  ,Diesel,Manual,12.99,2494,101,,,,,
Hyundai Grand i10 Asta Option,3.93,2014,Dealer,32000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Volkswagen Polo 1.5 TDI Comfortline,4.5,2016,Dealer,9700,1st  ,Diesel,Manual,20.14,1498,88,,,,,
Toyota Innova 2.5 GX 7 STR BSIV,8.5,2012,Individual,165000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Mahindra Alturas G4 4X4 AT BSIV,24,2018,Individual,13000,1st  ,Diesel,Automatic,12.05,2157,178,,,,,
Toyota Innova 2.5 VX 8 STR,10,2013,Individual,98000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Hyundai Xcent 1.2 VTVT S,4.5,2017,Individual,26000,1st  ,Petrol,Manual,20.14,1197,82,,,,,
Maruti Wagon R VXI Plus Optional,4.15,2017,Dealer,3192,1st  ,Petrol,Manual,20.51,998,67,,,,,
Hyundai Verna VTVT 1.6 AT SX Option,12.5,2019,Individual,15000,1st  ,Petrol,Automatic,17,1591,121,,,,,
Honda Jazz 1.2 V AT i VTEC,5.4,2016,Dealer,17012,1st  ,Petrol,Automatic,19,1199,89,,,,,
Hyundai Xcent 1.2 VTVT SX,6.5,2019,Individual,5000,1st  ,Petrol,Manual,20.14,1197,82,,,,,
Maruti Swift Dzire VXI,3.19,2013,Individual,60000,1st  ,Petrol,Manual,19.1,1197,86,,,,,
Hyundai i10 Sportz 1.1L,3.25,2014,Individual,17800,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Renault Duster 110PS Diesel RxZ,4,2012,Individual,70000,1st  ,Diesel,Manual,19.01,1461,108,,,,,
Honda Jazz 1.2 SV i VTEC,6.35,2017,Dealer,26000,1st  ,Petrol,Manual,18.7,1199,89,,,,,
Nissan Terrano XL Plus 85 PS,7,2015,Individual,40000,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Renault KWID RXT,2.25,2016,Individual,30000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Honda Jazz 1.5 SV i DTEC,5,2016,Individual,100000,1st  ,Diesel,Manual,27.3,1498,99,,,,,
Honda Jazz 1.5 V i DTEC,7.25,2016,Dealer,16000,1st  ,Diesel,Manual,27.3,1498,99,,,,,
Volkswagen Polo 1.2 MPI Trendline,2.9,2014,Individual,85000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Tata Indigo GLE BS-III,1,2009,Individual,40000,1st  ,Petrol,Manual,15.4,1193,65,,,,,
Maruti Celerio VXI,3.19,2014,Dealer,43500,1st  ,Petrol,Manual,23.1,998,67,,,,,
Chevrolet Tavera B1-7 seats BSII,3,2009,Individual,90000,1st  ,Diesel,Manual,14.8,2499,80,,,,,
Maruti Swift VXI,6.25,2020,Dealer,1332,1st  ,Petrol,Manual,21.21,1197,82,,,,,
Maruti Swift VDI,4.75,2013,Dealer,55204,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Hyundai i20 1.4 CRDi Sportz,3.5,2011,Individual,50000,1st  ,Diesel,Manual,23,1396,90,,,,,
Hyundai Verna CRDi 1.4 EX,10,2019,Individual,24500,1st  ,Diesel,Manual,24,1396,89,,,,,
Toyota Platinum Etios 1.5 V,5.9,2018,Dealer,10261,1st  ,Petrol,Manual,16.78,1496,89,,,,,
Honda Amaze S i-DTEC,5,2016,Dealer,48649,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Maruti Wagon R LXI Optional,4.2,2019,Individual,15000,1st  ,Petrol,Manual,20.51,998,67,,,,,
Chevrolet Beat LT,2.45,2016,Dealer,71523,1st  ,Petrol,Manual,18.6,1199,77,,,,,
Mahindra XUV500 W8 AWD,8.5,2013,Individual,40000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,9,2019,Individual,40000,1st  ,Diesel,Manual,21.5,1497,109,,,,,
Maruti 800 AC BSII,1,2005,Individual,45610,1st  ,Petrol,Manual,16.1,796,37,,,,,
Maruti Alto K10 2010-2014 VXI,2.1,2012,Individual,11500,1st  ,Petrol,Manual,20.92,998,67,,,,,
Mahindra XUV500 AT W10 FWD,10.3,2016,Individual,70000,1st  ,Diesel,Automatic,16,2179,140,,,,,
Hyundai EON 1.0 Kappa Magna Plus,2.7,2016,Dealer,21900,1st  ,Petrol,Manual,20.3,998,68,,,,,
Maruti Eeco 7 Seater Standard BSIV,1.75,2012,Dealer,56000,1st  ,Petrol,Manual,15.37,1196,73,,,,,
Mahindra Xylo D4 BSIV,5.25,2013,Dealer,53860,1st  ,Diesel,Manual,14,2498,112,,,,,
Maruti Swift VDI BSIV,4.25,2015,Individual,70000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Ford Figo 1.2P Titanium MT,5,2016,Dealer,35000,1st  ,Petrol,Manual,18.16,1196,87,,,,,
Mahindra XUV500 AT W10 FWD,12.5,2017,Dealer,60000,1st  ,Diesel,Automatic,16,2179,140,,,,,
Maruti Ciaz VDi Plus SHVS,4.75,2015,Individual,65000,1st  ,Diesel,Manual,28.09,1248,89,,,,,
Maruti Swift Dzire Tour 2012-2018 LDI,5.5,2018,Individual,140000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Mahindra Quanto C6,3,2013,Individual,80000,1st  ,Diesel,Manual,17.21,1493,100,,,,,
Renault KWID Climber 1.0 AMT Opt BSIV,4.9,2019,Individual,7000,1st  ,Petrol,Automatic,24.04,999,67,,,,,
Jaguar XF 2.2 Litre Luxury,21,2014,Dealer,19000,1st  ,Diesel,Automatic,16.36,2179,188,,,,,
Tata Zest Revotron 1.2T XMS,3,2017,Individual,70000,1st  ,Petrol,Manual,17.57,1193,89,,,,,
Honda City 1.3 EXI,1.25,2005,Individual,90000,1st  ,Petrol,Manual,13,1343,90,,,,,
Maruti Swift Vdi BSIII,1.2,2007,Individual,70000,1st  ,Diesel,Manual,17.8,1248,75,,,,,
Hyundai Grand i10 Sportz,4.1,2016,Dealer,34000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Tata Safari Storme EX,11,2018,Individual,60000,1st  ,Diesel,Manual,14.1,2179,148,,,,,
Hyundai Santro Xing GL,1.3,2009,Dealer,53000,1st  ,Petrol,Manual,0,1086,62,,,,,
Honda Brio S MT,3,2014,Individual,59060,1st  ,Petrol,Manual,19.4,1198,87,,,,,
Volkswagen Vento 1.5 TDI Highline,4.49,2016,Dealer,29432,1st  ,Diesel,Manual,22.27,1498,109,,,,,
Honda Jazz VX,4.99,2016,Dealer,49000,1st  ,Petrol,Manual,16.6,1199,89,,,,,
Maruti Ritz VDi,1.8,2010,Individual,120000,1st  ,Diesel,Manual,21.1,1248,74,,,,,
Maruti Swift Dzire AMT VXI,6.8,2018,Individual,15000,1st  ,Petrol,Automatic,21.21,1197,82,,,,,
Hyundai Verna CRDi SX,1.2,2007,Individual,120000,1st  ,Diesel,Manual,16.8,1493,110,,,,,
Maruti Swift Dzire ZDI,4.5,2013,Individual,60500,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Maruti Ignis Delta,5.5,2018,Individual,15000,1st  ,Petrol,Manual,20.89,1197,82,,,,,
Maruti Vitara Brezza ZDi,7.5,2017,Individual,90000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Ford Freestyle Titanium Diesel BSIV,7.3,2018,Individual,50000,1st  ,Diesel,Manual,24.4,1498,99,,,,,
Maruti Eeco 5 Seater Standard BSIV,2.5,2015,Individual,70000,1st  ,Petrol,Manual,15.37,1196,73,,,,,
Maruti Omni 8 Seater BSIV,1.75,2013,Dealer,35000,1st  ,Petrol,Manual,14,796,35,,,,,
Mahindra Bolero 2011-2019 DI NON AC BS III White,3.8,2014,Individual,225000,1st  ,Diesel,Manual,15.96,2523,63,,,,,
Volkswagen Polo Petrol Highline 1.2L,3.35,2013,Individual,35000,1st  ,Petrol,Manual,16.47,1198,74,,,,,
Toyota Innova 2.5 V Diesel 7-seater,6.6,2011,Individual,180000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Hyundai Grand i10 Magna,5.8,2020,Individual,5600,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Tata Nexon 1.5 Revotorq XZA Plus DualTone,10.2,2018,Individual,50000,1st  ,Diesel,Automatic,21.5,1497,109,,,,,
Hyundai i20 Sportz Option 1.2,5.25,2015,Dealer,23114,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Toyota Etios Liva GD,2.5,2011,Dealer,84815,1st  ,Diesel,Manual,23.59,1364,67,,,,,
Honda City 2017-2020 EXi,2,2007,Dealer,75075,1st  ,Petrol,Manual,17.7,1497,78,,,,,
Datsun GO T Option,5.6,2020,Individual,15000,1st  ,Petrol,Manual,19.02,1198,67,,,,,
Hyundai Grand i10 CRDi SportZ Edition,3.5,2014,Dealer,50000,1st  ,Diesel,Manual,24,1120,70,,,,,
Honda Jazz X,2.59,2012,Dealer,46967,1st  ,Petrol,Manual,16.7,1198,89,,,,,
Tata Safari 2005-2017 Dicor LX 4X4,4.5,2011,Individual,40000,1st  ,Diesel,Manual,13.93,2179,138,,,,,
Renault Duster 85PS Diesel RxL,4.95,2014,Dealer,50000,1st  ,Diesel,Manual,20.45,1461,84,,,,,
Hyundai Verna 1.6 SX VTVT (O),3.89,2012,Individual,40000,1st  ,Petrol,Manual,17.1,1591,121,,,,,
Hyundai Grand i10 Asta Option,5,2014,Individual,15000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Ford Ecosport 2015-2021 1.5 Petrol Titanium,7.25,2017,Dealer,14636,1st  ,Petrol,Manual,15.9,1496,121,,,,,
Skoda Octavia 2.0 TDI AT Style Plus,13.99,2017,Dealer,31111,1st  ,Diesel,Automatic,19.5,1968,141,,,,,
Mahindra KUV100 NXT G80 K2,3.8,2018,Individual,20000,1st  ,Petrol,Manual,18.15,1198,82,,,,,
Maruti Omni 8 Seater BSII,1,2012,Individual,110000,1st  ,Petrol,Manual,19.7,796,35,,,,,
Toyota Innova 2.0 GX 8 STR BSIV,8,2012,Individual,250000,1st  ,Petrol,Manual,12.4,1998,132,,,,,
Hyundai i10 Era,1.91,2009,Dealer,50000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Maruti Swift Dzire VDI,3.4,2013,Dealer,70000,1st  ,Diesel,Manual,23.4,1248,74,,,,,
Hyundai i20 1.2 Magna,2.4,2011,Dealer,38225,1st  ,Petrol,Manual,18.5,1197,80,,,,,
Volkswagen Polo 2015-2019 GT TSI,8.3,2017,Dealer,18000,1st  ,Petrol,Automatic,17.21,1197,104,,,,,
Tata Zest Quadrajet 1.3 75PS XE,4.5,2018,Individual,15000,1st  ,Diesel,Manual,22.95,1248,74,,,,,
Honda Brio 1.2 S Option MT,2.85,2014,Dealer,33500,1st  ,Petrol,Manual,18.5,1198,87,,,,,
Maruti Vitara Brezza LDi,7.35,2018,Individual,40000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Chevrolet Sail Hatchback 1.2,2.5,2015,Individual,17000,1st  ,Petrol,Manual,18.2,1199,83,,,,,
Maruti Eeco 5 Seater AC BSIV,4,2018,Individual,20000,1st  ,Petrol,Manual,15.37,1196,73,,,,,
Honda City i DTec SV,8.75,2015,Dealer,56210,1st  ,Diesel,Manual,26,1498,99,,,,,
Datsun GO Plus T BSIV,2.75,2015,Individual,45000,1st  ,Petrol,Manual,19.44,1198,67,,,,,
Maruti Swift LDI,3.99,2016,Dealer,65000,1st  ,Diesel,Manual,22.9,1248,74,,,,,
Hyundai i20 Petrol Spotz,6.6,2019,Individual,25000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Honda City 1.3 EXI,3,2007,Dealer,44621,1st  ,Petrol,Manual,13,1343,90,,,,,
Honda Jazz 1.2 V i VTEC,6,2018,Dealer,44503,1st  ,Petrol,Manual,18.7,1199,89,,,,,
Maruti Wagon R LXI CNG,3.2,2017,Individual,60000,1st  ,CNG,Manual,26.6,998,58,,,,,
Mercedes-Benz CLA 200 CDI Style,21.5,2016,Dealer,32000,1st  ,Diesel,Automatic,17.9,2143,134,,,,,
Honda Amaze VX i-Vtech,3.99,2015,Dealer,59000,1st  ,Petrol,Manual,18,1198,87,,,,,
Maruti Ignis 1.2 AMT Zeta BSIV,5,2018,Individual,16000,1st  ,Petrol,Automatic,20.89,1197,82,,,,,
Maruti Celerio VXI,3.25,2015,Individual,11668,1st  ,Petrol,Manual,23.1,998,67,,,,,
Mahindra Thar 700 CRDe ABS,10,2019,Individual,23000,1st  ,Diesel,Manual,16.55,2498,105,,,,,
Chevrolet Spark 1.0 LT,1.2,2011,Individual,50000,1st  ,Petrol,Manual,18,995,62,,,,,
Maruti Baleno Alpha Diesel,5.5,2015,Dealer,29000,1st  ,Diesel,Manual,27.39,1248,74,,,,,
Chevrolet Beat Diesel LT Option,2.1,2013,Individual,84000,1st  ,Diesel,Manual,25.44,936,58,,,,,
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,2,2010,Individual,120000,1st  ,Diesel,Manual,11.57,2179,138,,,,,
Hyundai Creta 1.6 CRDi SX,13.5,2018,Dealer,105692,1st  ,Diesel,Manual,19.67,1582,126,,,,,
Maruti Omni E MPI STD BS IV,2,2017,Individual,60000,1st  ,Petrol,Manual,16.8,796,34,,,,,
Honda Civic 1.8 V MT,2,2007,Individual,60000,1st  ,Petrol,Manual,13.5,1799,130,,,,,
Maruti Celerio ZXI Optional AMT BSIV,4.2,2017,Individual,40000,1st  ,Petrol,Automatic,23.1,998,67,,,,,
Maruti Vitara Brezza ZDi Plus,7.6,2017,Individual,100000,1st  ,Diesel,Manual,24.3,1248,89,,,,,
Maruti SX4 S Cross DDiS 200 Zeta,7.75,2016,Dealer,54000,1st  ,Diesel,Manual,23.65,1248,89,,,,,
Maruti Ertiga VXI,4.7,2013,Dealer,44500,1st  ,Petrol,Manual,19.01,1462,103,,,,,
Maruti Swift VDI BSIV,4.6,2015,Individual,62500,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Ford Ecosport 2015-2021 1.5 Diesel Titanium,8.7,2018,Dealer,54400,1st  ,Diesel,Manual,21.7,1498,99,,,,,
Toyota Innova 2.5 G3,5.25,2010,Dealer,48000,1st  ,Diesel,Manual,12.8,2494,102,,,,,
Maruti Swift Dzire ZDI Plus,8.9,2019,Dealer,7000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
BMW 3 Series 320d GT Sport Line,18.9,2015,Dealer,39000,1st  ,Diesel,Automatic,19.59,1995,184,,,,,
Mahindra XUV500 2011-2015 W8 FWD,7,2015,Individual,40000,1st  ,Diesel,Manual,15.1,2179,140,,,,,
Maruti Swift Dzire ZDI Plus,9,2018,Individual,100000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Volkswagen Jetta 1.9 TDI Comfortline DSG,3.75,2009,Dealer,81789,1st  ,Diesel,Automatic,15.5,1896,105,,,,,
Maruti Swift Dzire VXI,3.5,2013,Individual,70000,1st  ,Petrol,Manual,19.1,1197,86,,,,,
Ford Ikon 1.3 Flair,1,2006,Individual,48000,1st  ,Petrol,Manual,13.8,1299,70,,,,,
Tata Manza Aqua Quadrajet BS IV,3.45,2012,Dealer,65000,1st  ,Diesel,Manual,21.12,1248,89,,,,,
Hyundai EON Era Plus,2.6,2012,Dealer,52000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Skoda Laura Ambiente,3.5,2010,Dealer,350000,1st  ,Diesel,Manual,17.5,1896,106,,,,,
Renault Triber RXL BSIV,5.5,2019,Individual,23000,1st  ,Petrol,Manual,20,999,72,,,,,
Maruti Alto Green LX BSIV,1.25,2010,Individual,72000,1st  ,CNG,Manual,26.83,796,38,,,,,
Skoda Rapid 1.6 TDI Ambition Plus Alloy,4,2012,Individual,80000,1st  ,Diesel,Manual,20.5,1598,104,,,,,
Maruti Baleno RS 1.0 Petrol,7.3,2019,Individual,6500,1st  ,Petrol,Manual,21.1,998,101,,,,,
Hyundai i10 Sportz 1.1L,2.59,2014,Dealer,36976,1st  ,Petrol,Manual,19.81,1086,68,,,,,
Renault KWID STD,2.2,2016,Individual,10000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Hyundai EON Magna Plus,1.85,2012,Dealer,38000,1st  ,Petrol,Manual,21.1,814,55,,,,,
Ford Endeavour 3.2 Titanium AT 4X4,21,2016,Dealer,120000,1st  ,Diesel,Automatic,10.91,3198,197,,,,,
Hyundai Grand i10 Sportz,4,2014,Individual,50000,1st  ,Petrol,Manual,18.9,1197,82,,,,,
Tata Sumo Victa CX 7/9 Str BSII,1.6,2008,Individual,150000,1st  ,Diesel,Manual,12.4,2956,70,,,,,
Honda City i DTEC V,5.2,2014,Individual,85000,1st  ,Diesel,Manual,26,1498,99,,,,,
Renault KWID RXT Optional,3.5,2016,Dealer,27000,1st  ,Petrol,Manual,25.17,799,53,,,,,
Tata Tiago 1.2 Revotron XT,4.6,2018,Dealer,27120,1st  ,Petrol,Manual,23.84,1199,84,,,,,
Maruti Swift AMT ZDI,7.75,2018,Dealer,37000,1st  ,Diesel,Automatic,28.4,1248,74,,,,,
Mahindra XUV500 W10 2WD,11.5,2017,Dealer,25000,1st  ,Diesel,Manual,16,2179,140,,,,,
Maruti Swift Dzire VDI,6,2018,Individual,50000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Honda City i DTec VX Option,8,2016,Individual,122000,1st  ,Diesel,Manual,26,1498,99,,,,,
Toyota Etios Cross 1.4 GD,5,2017,Dealer,61000,1st  ,Diesel,Manual,23.59,1364,67,,,,,
Mahindra Bolero Power Plus ZLX,7.65,2018,Dealer,32525,1st  ,Diesel,Manual,16.5,1493,70,,,,,
Maruti Swift Dzire VDI,7.1,2018,Individual,20000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Ford Figo Diesel EXI,3.25,2012,Dealer,62230,1st  ,Diesel,Manual,20,1399,68,,,,,
Maruti Alto LXi,1.3,2009,Individual,68000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Maruti Alto LXi BSIII,1.4,2008,Individual,35000,1st  ,Petrol,Manual,19.7,796,46,,,,,
Honda City Corporate Edition,4.5,2013,Dealer,38000,1st  ,Petrol,Manual,16.8,1497,116,,,,,
Hyundai i10 Magna,2.5,2012,Dealer,45160,1st  ,Petrol,Manual,20.36,1197,79,,,,,
Honda City i DTEC V,5.11,2014,Dealer,35000,1st  ,Diesel,Manual,26,1498,99,,,,,
Hyundai i10 Sportz AT,3.7,2013,Dealer,61500,1st  ,Petrol,Automatic,16.95,1197,79,,,,,
Mahindra Bolero Power Plus SLE,6.2,2018,Individual,45000,1st  ,Diesel,Manual,16.5,1493,70,,,,,
Maruti Swift LDI BSIV,5.5,2015,Individual,50000,1st  ,Diesel,Manual,25.2,1248,74,,,,,
Hyundai Xcent 1.2 CRDi E,3.8,2018,Individual,100000,1st  ,Diesel,Manual,25.4,1186,74,,,,,
Honda Amaze S i-DTEC,5.49,2019,Dealer,47001,1st  ,Diesel,Manual,25.8,1498,99,,,,,
Ford Figo Diesel Titanium,2.1,2010,Individual,80000,1st  ,Diesel,Manual,20,1399,68,,,,,
Ford Figo Diesel EXI,2.4,2014,Individual,88000,1st  ,Diesel,Manual,20,1399,68,,,,,
Datsun RediGO AMT 1.0 S,3.49,2018,Dealer,14001,1st  ,Petrol,Automatic,23,999,67,,,,,
Hyundai Grand i10 AT Asta,4.75,2015,Dealer,69000,1st  ,Petrol,Automatic,18.9,1197,82,,,,,
Hyundai Santro Xing GLS,1.5,2008,Dealer,70000,1st  ,Petrol,Manual,17.92,1086,62,,,,,
Toyota Innova Crysta 2016-2020 2.4 G Plus MT 8S BSIV,15.26,2019,Individual,50000,1st  ,Diesel,Manual,13.68,2393,148,,,,,
Maruti Swift Dzire VDI,6.48,2017,Individual,70000,1st  ,Diesel,Manual,28.4,1248,74,,,,,
Honda City i VTEC V,7.85,2016,Individual,80000,1st  ,Petrol,Manual,17.8,1497,117,,,,,
Maruti Swift VXI Optional,4.6,2015,Individual,25000,1st  ,Petrol,Manual,20.4,1197,82,,,,,
Renault KWID Climber 1.0 AMT,3.7,2018,Dealer,25000,1st  ,Petrol,Automatic,24.04,999,67,,,,,
Ford Ecosport 2015-2021 1.5 Diesel Titanium,5.25,2015,Dealer,142000,1st  ,Diesel,Manual,21.7,1498,99,,,,,
Hyundai Xcent 1.2 Kappa S Option,5.25,2014,Dealer,54000,1st  ,Petrol,Manual,19.1,1197,82,,,,,
Volkswagen Vento 1.2 TSI Highline AT,11.5,2019,Dealer,10000,1st  ,Petrol,Automatic,18.19,1197,103,,,,,
Maruti Eeco 5 Seater Standard BSIV,3.22,2019,Individual,15000,1st  ,Petrol,Manual,15.37,1196,73,,,,,
Skoda Rapid 1.6 MPI Ambition Plus,4.5,2014,Individual,20000,1st  ,Petrol,Manual,15,1598,104,,,,,
Maruti Swift Dzire VXI,5,2016,Individual,40000,1st  ,Petrol,Manual,20.85,1197,83,,,,,
Hyundai i20 Petrol Magna Era,5.35,2018,Individual,25000,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Honda City 1.5 V AT,4,2011,Individual,17000,1st  ,Petrol,Automatic,16.8,1497,118,,,,,
Hyundai i20 1.2 Asta Option,6.99,2018,Dealer,1493,1st  ,Petrol,Manual,18.6,1197,82,,,,,
Hyundai i10 Sportz 1.1L,3.99,2016,Dealer,48000,1st  ,Petrol,Manual,19.81,1086,68,,,,,
